#GeneID	tax_id	Symbol	Synonyms	chromosome	type_of_gene	description
1	9606	A1BG	A1B|ABG|GAB|HYST2477	19	glycoprotein	alpha-1-B
105378193	9606	LOC105378193	-	13	repetitive	serine/arginine
105378194	9606	LOC105378194	-	4	LOC105378194	uncharacterized
105378195	9606	LOC105378195	-	5	LOC105378195	uncharacterized
105378196	9606	LOC105378196	-	5	LOC105378196	uncharacterized
105378197	9606	LOC105378197	-	5	LOC105378197	uncharacterized
105378198	9606	LOC105378198	-	5	LOC105378198	uncharacterized
105378199	9606	LOC105378199	-	5	LOC105378199	uncharacterized
105378200	9606	LOC105378200	-	5	LOC105378200	uncharacterized
105378201	9606	LOC105378201	-	5	LOC105378201	uncharacterized
105378202	9606	LOC105378202	-	5	LOC105378202	uncharacterized
105378203	9606	LOC105378203	-	5	LOC105378203	uncharacterized
105378204	9606	LOC105378204	-	5	LOC105378204	uncharacterized
105378205	9606	LOC105378205	-	5	LOC105378205	uncharacterized
105378206	9606	LOC105378206	-	5	LOC105378206	uncharacterized
105378207	9606	LOC105378207	-	5	LOC105378207	uncharacterized
105378208	9606	LOC105378208	-	5	LOC105378208	uncharacterized
105378209	9606	LOC105378209	-	5	LOC105378209	uncharacterized
105378210	9606	LOC105378210	-	5	LOC105378210	uncharacterized
105378211	9606	LOC105378211	-	5	LOC105378211	uncharacterized
105378212	9606	LOC105378212	-	5	LOC105378212	uncharacterized
105378213	9606	LOC105378213	-	5	LOC105378213	uncharacterized
105378214	9606	LOC105378214	-	5	LOC105378214	uncharacterized
105378215	9606	CTB-99A3.1	-	5	LOC105378215	uncharacterized
105378216	9606	LOC105378216	-	5	LOC105378216	uncharacterized
105378217	9606	LOC105378217	-	5	LOC105378217	uncharacterized
105378218	9606	LOC105378218	-	5	LOC105378218	uncharacterized
105378219	9606	LOC105378219	-	5	LOC105378219	uncharacterized
105378220	9606	LOC105378220	-	5	receptor	macrophage
105378221	9606	LOC105378221	-	5	LOC105378221	uncharacterized
105378222	9606	LOC105378222	-	5	LOC105378222	uncharacterized
105378223	9606	LOC105378223	-	5	LOC105378223	uncharacterized
105378224	9606	LOC105378224	-	5	LOC105378224	uncharacterized
105378225	9606	LOC105378225	-	5	LOC105378225	uncharacterized
105378226	9606	LOC105378226	-	5	LOC105378226	uncharacterized
105378227	9606	LOC105378227	-	5	LOC105378227	uncharacterized
105378228	9606	LOC105378228	-	5	LOC105378228	uncharacterized
105378229	9606	LOC105378229	-	5	LOC105378229	uncharacterized
105378230	9606	LOC105378230	-	5	LOC105378230	uncharacterized
105378231	9606	LOC105378231	-	5	LOC105378231	uncharacterized
105378232	9606	LOC105378232	-	5	LOC105378232	uncharacterized
105378233	9606	LOC105378233	-	5	LOC105378233	uncharacterized
105378234	9606	LOC105378234	-	5	LOC105378234	uncharacterized
105378235	9606	LOC105378235	-	5	LOC105378235	uncharacterized
105378236	9606	LOC105378236	-	5	LOC105378236	uncharacterized
105378237	9606	LOC105378237	-	5	LOC105378237	uncharacterized
105378238	9606	LOC105378238	-	5	LOC105378238	uncharacterized
105378239	9606	LOC105378239	-	5	LOC105378239	uncharacterized
105378240	9606	LOC105378240	-	4	LOC105378240	uncharacterized
105378241	9606	LOC105378241	-	4	LOC105378241	uncharacterized
105378242	9606	LOC105378242	-	4	finger	zinc
105378243	9606	LOC105378243	-	4	LOC105378243	uncharacterized
105378244	9606	LOC105378244	-	4	LOC105378244	uncharacterized
105378245	9606	LOC105378245	-	4	nuclear	heterogeneous
105378246	9606	LOC105378246	-	12	LOC105378246	uncharacterized
105378247	9606	LOC105378247	-	12	LOC105378247	uncharacterized
105378248	9606	LOC105378248	-	12	LOC105378248	uncharacterized
105378249	9606	LOC105378249	-	12	LOC105378249	uncharacterized
105378250	9606	LOC105378250	-	12	LOC105378250	uncharacterized
105378251	9606	LOC105378251	-	12	LOC105378251	uncharacterized
105378252	9606	LOC105378252	-	12	LOC105378252	uncharacterized
105378253	9606	LOC105378253	-	12	LOC105378253	uncharacterized
105378254	9606	LOC105378254	-	12	protein-coding	tenascin-N-like
105378255	9606	LOC105378255	-	12	LOC105378255	uncharacterized
105378256	9606	LOC105378256	-	12	LOC105378256	uncharacterized
105378257	9606	LOC105378257	-	12	LOC105378257	uncharacterized
105378258	9606	LOC105378258	-	12	LOC105378258	uncharacterized
105378259	9606	LOC105378259	-	12	LOC105378259	uncharacterized
105378260	9606	LOC105378260	-	21	N-methyltransferase	histone-lysine
105378261	9606	LOC105378261	-	4	LOC105378261	uncharacterized
105378262	9606	LOC105378262	-	4	LOC105378262	uncharacterized
105378263	9606	LOC105378263	-	4	LOC105378263	uncharacterized
105378264	9606	LOC105378264	-	4	LOC105378264	uncharacterized
105378265	9606	LOC105378265	-	4	LOC105378265	uncharacterized
105378266	9606	LOC105378266	-	4	box	forkhead
105378267	9606	LOC105378267	-	10	LOC105378267	uncharacterized
105378268	9606	LOC105378268	-	10	LOC105378268	uncharacterized
105378269	9606	LOC105378269	-	10	LOC105378269	uncharacterized
105378270	9606	LOC105378270	-	10	LOC105378270	uncharacterized
105378271	9606	LOC105378271	-	10	LOC105378271	uncharacterized
105378272	9606	LOC105378272	-	10	LOC105378272	uncharacterized
105378273	9606	LOC105378273	-	10	LOC105378273	uncharacterized
105378274	9606	LOC105378274	-	10	LOC105378274	uncharacterized
105378275	9606	LOC105378275	-	10	LOC105378275	uncharacterized
105378276	9606	LOC105378276	-	10	LOC105378276	uncharacterized
105378277	9606	LOC105378277	-	10	LOC105378277	uncharacterized
105378278	9606	LOC105378278	-	10	LOC105378278	uncharacterized
105378279	9606	LOC105378279	-	10	LOC105378279	uncharacterized
105378280	9606	LOC105378280	-	10	LOC105378280	uncharacterized
105378281	9606	LOC105378281	-	10	LOC105378281	uncharacterized
105378282	9606	LOC105378282	-	10	LOC105378282	uncharacterized
105378283	9606	LOC105378283	-	10	ankyrin	putative
105378284	9606	LOC105378284	-	10	LOC105378284	uncharacterized
105378285	9606	LOC105378285	-	10	LOC105378285	uncharacterized
105378286	9606	LOC105378286	-	10	LOC105378286	uncharacterized
105378287	9606	LOC105378287	-	10	LOC105378287	uncharacterized
105378288	9606	LOC105378288	-	10	LOC105378288	uncharacterized
105378289	9606	LOC105378289	-	10	LOC105378289	uncharacterized
105378290	9606	LOC105378290	-	10	LOC105378290	uncharacterized
105378291	9606	LOC105378291	-	10	LOC105378291	uncharacterized
105378292	9606	LOC105378292	-	10	LOC105378292	uncharacterized
105378293	9606	LOC105378293	-	10	LOC105378293	uncharacterized
105378294	9606	LOC105378294	-	10	LOC105378294	uncharacterized
105378295	9606	LOC105378295	-	10	LOC105378295	uncharacterized
105378296	9606	LOC105378296	-	10	LOC105378296	uncharacterized
105378297	9606	LOC105378297	-	10	LOC105378297	uncharacterized
105378298	9606	LOC105378298	-	10	LOC105378298	uncharacterized
105378299	9606	LOC105378299	-	10	LOC105378299	uncharacterized
105378300	9606	LOC105378300	-	10	LOC105378300	uncharacterized
105378301	9606	LOC105378301	-	10	LOC105378301	uncharacterized
105378302	9606	LOC105378302	-	10	LOC105378302	uncharacterized
105378303	9606	LOC105378303	-	10	LOC105378303	uncharacterized
105378304	9606	LOC105378304	-	10	LOC105378304	uncharacterized
105378305	9606	LOC105378305	-	10	LOC105378305	uncharacterized
105378306	9606	LOC105378306	-	10	LOC105378306	uncharacterized
105378307	9606	LOC105378307	-	10	LOC105378307	uncharacterized
105378308	9606	LOC105378308	-	10	LOC105378308	uncharacterized
105378309	9606	LOC105378309	-	10	LOC105378309	uncharacterized
105378310	9606	LOC105378310	-	10	LOC105378310	uncharacterized
105378311	9606	LOC105378311	-	10	LOC105378311	uncharacterized
105378312	9606	LOC105378312	-	10	LOC105378312	uncharacterized
105378313	9606	LOC105378313	-	10	LOC105378313	uncharacterized
105378314	9606	LOC105378314	-	10	LOC105378314	uncharacterized
105378315	9606	LOC105378315	-	10	LOC105378315	uncharacterized
105378316	9606	LOC105378316	-	10	LOC105378316	uncharacterized
105378317	9606	LOC105378317	-	10	LOC105378317	uncharacterized
105378318	9606	LOC105378318	-	10	LOC105378318	uncharacterized
105378319	9606	LOC105378319	-	10	LOC105378319	uncharacterized
105378320	9606	LOC105378320	-	10	LOC105378320	uncharacterized
105378321	9606	LOC105378321	-	10	LOC105378321	uncharacterized
105378322	9606	LOC105378322	-	10	LOC105378322	uncharacterized
105378323	9606	LOC105378323	-	10	LOC105378323	uncharacterized
105378324	9606	LOC105378324	-	10	LOC105378324	uncharacterized
105378325	9606	LOC105378325	-	10	LOC105378325	uncharacterized
105378326	9606	LOC105378326	-	10	LOC105378326	uncharacterized
105378327	9606	LOC105378327	-	10	LOC105378327	uncharacterized
105378328	9606	LOC105378328	-	10	LOC105378328	uncharacterized
105378329	9606	LOC105378329	-	10	LOC105378329	uncharacterized
105378330	9606	LOC105378330	-	10	LOC105378330	uncharacterized
105378331	9606	LOC105378331	-	10	LOC105378331	uncharacterized
105378332	9606	LOC105378332	-	10	LOC105378332	uncharacterized
105378333	9606	LOC105378333	-	10	LOC105378333	uncharacterized
105378334	9606	LOC105378334	-	10	LOC105378334	uncharacterized
105378335	9606	LOC105378335	-	10	LOC105378335	uncharacterized
105378336	9606	LOC105378336	-	10	LOC105378336	uncharacterized
105378337	9606	LOC105378337	-	10	LOC105378337	uncharacterized
105378338	9606	LOC105378338	-	10	LOC105378338	uncharacterized
105378339	9606	LOC105378339	-	10	LOC105378339	uncharacterized
105378340	9606	LOC105378340	-	10	LOC105378340	uncharacterized
105378341	9606	LOC105378341	-	10	LOC105378341	uncharacterized
105378342	9606	LOC105378342	-	10	LOC105378342	uncharacterized
105378343	9606	LOC105378343	-	10	LOC105378343	uncharacterized
105378344	9606	LOC105378344	-	10	LOC105378344	uncharacterized
105378345	9606	LOC105378345	-	10	LOC105378345	uncharacterized
105378346	9606	LOC105378346	-	10	LOC105378346	uncharacterized
105378347	9606	LOC105378347	-	10	LOC105378347	uncharacterized
105378348	9606	LOC105378348	-	10	LOC105378348	uncharacterized
105378349	9606	LOC105378349	-	10	LOC105378349	uncharacterized
105378350	9606	LOC105378350	-	10	LOC105378350	uncharacterized
105378351	9606	LOC105378351	-	10	LOC105378351	uncharacterized
105378352	9606	LOC105378352	-	10	LOC105378352	uncharacterized
105378353	9606	LOC105378353	-	10	LOC105378353	uncharacterized
105378354	9606	LOC105378354	-	10	LOC105378354	uncharacterized
105378355	9606	LOC105378355	-	10	LOC105378355	uncharacterized
105378356	9606	LOC105378356	-	10	LOC105378356	uncharacterized
105378357	9606	LOC105378357	-	10	LOC105378357	uncharacterized
105378358	9606	LOC105378358	-	10	LOC105378358	uncharacterized
105378359	9606	LOC105378359	-	10	LOC105378359	uncharacterized
105378360	9606	LOC105378360	-	10	LOC105378360	uncharacterized
105378361	9606	LOC105378361	-	10	LOC105378361	uncharacterized
105378362	9606	LOC105378362	-	10	LOC105378362	uncharacterized
105378363	9606	LOC105378363	-	10	LOC105378363	uncharacterized
105378364	9606	LOC105378364	-	10	LOC105378364	uncharacterized
105378365	9606	LOC105378365	-	10	LOC105378365	uncharacterized
105378366	9606	LOC105378366	-	10	LOC105378366	uncharacterized
105378367	9606	LOC105378367	-	10	LOC105378367	uncharacterized
105378368	9606	LOC105378368	-	10	LOC105378368	uncharacterized
105378369	9606	LOC105378369	-	10	LOC105378369	uncharacterized
105378370	9606	LOC105378370	-	10	LOC105378370	uncharacterized
105378371	9606	LOC105378371	-	10	LOC105378371	uncharacterized
105378372	9606	LOC105378372	-	10	LOC105378372	uncharacterized
105378373	9606	LOC105378373	-	10	LOC105378373	uncharacterized
105378374	9606	LOC105378374	-	10	LOC105378374	uncharacterized
105378375	9606	LOC105378375	-	10	LOC105378375	uncharacterized
105378376	9606	LOC105378376	-	10	LOC105378376	uncharacterized
105378377	9606	LOC105378377	-	10	LOC105378377	uncharacterized
105378378	9606	LOC105378378	-	10	LOC105378378	uncharacterized
105378379	9606	LOC105378379	-	10	LOC105378379	uncharacterized
105378380	9606	LOC105378380	-	10	LOC105378380	uncharacterized
105378381	9606	LOC105378381	-	10	LOC105378381	uncharacterized
105378382	9606	LOC105378382	-	10	LOC105378382	uncharacterized
105378383	9606	LOC105378383	-	10	LOC105378383	uncharacterized
105378384	9606	LOC105378384	-	10	LOC105378384	uncharacterized
105378385	9606	LOC105378385	-	10	LOC105378385	uncharacterized
105378386	9606	LOC105378386	-	10	LOC105378386	uncharacterized
105378387	9606	LOC105378387	-	10	LOC105378387	uncharacterized
105378388	9606	LOC105378388	-	10	LOC105378388	uncharacterized
105378389	9606	LOC105378389	-	10	LOC105378389	uncharacterized
105378390	9606	LOC105378390	-	10	LOC105378390	uncharacterized
105378391	9606	LOC105378391	-	10	LOC105378391	uncharacterized
105378392	9606	LOC105378392	-	10	LOC105378392	uncharacterized
105378393	9606	LOC105378393	-	10	LOC105378393	uncharacterized
105378394	9606	LOC105378394	-	10	LOC105378394	uncharacterized
105378395	9606	LOC105378395	-	10	LOC105378395	uncharacterized
105378396	9606	LOC105378396	-	10	LOC105378396	uncharacterized
105378397	9606	LOC105378397	-	10	LOC105378397	uncharacterized
105378398	9606	LOC105378398	-	10	LOC105378398	uncharacterized
105378399	9606	LOC105378399	-	10	LOC105378399	uncharacterized
105378400	9606	LOC105378400	-	10	LOC105378400	uncharacterized
105378401	9606	LOC105378401	-	10	LOC105378401	uncharacterized
105378402	9606	LOC105378402	-	10	LOC105378402	uncharacterized
105378403	9606	LOC105378403	-	10	LOC105378403	uncharacterized
105378404	9606	LOC105378404	-	10	LOC105378404	uncharacterized
105378405	9606	LOC105378405	-	10	LOC105378405	uncharacterized
105378406	9606	LOC105378406	-	10	LOC105378406	uncharacterized
105378407	9606	LOC105378407	-	10	LOC105378407	uncharacterized
105378408	9606	LOC105378408	-	10	LOC105378408	uncharacterized
105378409	9606	LOC105378409	-	10	LOC105378409	uncharacterized
105378410	9606	LOC105378410	-	10	LOC105378410	uncharacterized
105378411	9606	LOC105378411	-	10	LOC105378411	uncharacterized
105378412	9606	LOC105378412	-	10	LOC105378412	uncharacterized
105378413	9606	LOC105378413	-	10	LOC105378413	uncharacterized
105378414	9606	LOC105378414	-	10	LOC105378414	uncharacterized
105378415	9606	LOC105378415	-	10	LOC105378415	uncharacterized
105378416	9606	LOC105378416	-	10	LOC105378416	uncharacterized
105378417	9606	LOC105378417	-	10	LOC105378417	uncharacterized
105378418	9606	LOC105378418	-	10	LOC105378418	uncharacterized
105378419	9606	LOC105378419	-	10	LOC105378419	uncharacterized
105378420	9606	LOC105378420	-	10	LOC105378420	uncharacterized
105378421	9606	LOC105378421	-	10	LOC105378421	uncharacterized
105378422	9606	LOC105378422	-	10	LOC105378422	uncharacterized
105378423	9606	LOC105378423	-	10	LOC105378423	uncharacterized
105378424	9606	LOC105378424	-	10	LOC105378424	uncharacterized
105378425	9606	LOC105378425	-	10	LOC105378425	uncharacterized
105378426	9606	LOC105378426	-	10	LOC105378426	uncharacterized
105378427	9606	XLOC_008559	-	10	LOC105378427	uncharacterized
105378428	9606	LOC105378428	-	10	LOC105378428	uncharacterized
105378429	9606	LOC105378429	-	10	LOC105378429	uncharacterized
105378430	9606	LOC105378430	-	10	LOC105378430	uncharacterized
105378431	9606	LOC105378431	-	10	LOC105378431	uncharacterized
105378432	9606	LOC105378432	-	10	LOC105378432	uncharacterized
105378433	9606	LOC105378433	-	10	LOC105378433	uncharacterized
105378434	9606	LOC105378434	-	10	LOC105378434	uncharacterized
105378435	9606	LOC105378435	-	10	LOC105378435	uncharacterized
105378436	9606	LOC105378436	-	10	LOC105378436	uncharacterized
105378437	9606	LOC105378437	-	10	LOC105378437	uncharacterized
105378438	9606	LOC105378438	-	10	LOC105378438	uncharacterized
105378439	9606	LOC105378439	-	10	LOC105378439	uncharacterized
105378440	9606	LOC105378440	-	10	LOC105378440	uncharacterized
105378441	9606	LOC105378441	-	10	LOC105378441	uncharacterized
105378442	9606	LOC105378442	-	10	LOC105378442	uncharacterized
105378443	9606	LOC105378443	-	10	LOC105378443	uncharacterized
105378444	9606	LOC105378444	-	10	LOC105378444	uncharacterized
105378445	9606	LOC105378445	-	10	LOC105378445	uncharacterized
105378446	9606	LOC105378446	-	10	LOC105378446	uncharacterized
105378447	9606	LOC105378447	-	10	LOC105378447	uncharacterized
105378448	9606	LOC105378448	-	10	LOC105378448	uncharacterized
105378449	9606	LOC105378449	-	10	LOC105378449	uncharacterized
105378450	9606	LOC105378450	-	10	LOC105378450	uncharacterized
105378451	9606	LOC105378451	-	10	LOC105378451	uncharacterized
105378452	9606	LOC105378452	-	10	LOC105378452	uncharacterized
105378453	9606	LOC105378453	-	10	LOC105378453	uncharacterized
105378454	9606	LOC105378454	-	10	LOC105378454	uncharacterized
105378455	9606	LOC105378455	-	10	LOC105378455	uncharacterized
105378456	9606	LOC105378456	-	10	LOC105378456	uncharacterized
105378457	9606	LOC105378457	-	10	LOC105378457	uncharacterized
105378458	9606	LOC105378458	-	10	LOC105378458	uncharacterized
105378459	9606	LOC105378459	-	10	LOC105378459	uncharacterized
105378460	9606	LOC105378460	-	10	LOC105378460	uncharacterized
105378461	9606	LOC105378461	-	10	LOC105378461	uncharacterized
105378462	9606	LOC105378462	-	10	LOC105378462	uncharacterized
105378463	9606	LOC105378463	-	10	LOC105378463	uncharacterized
105378464	9606	LOC105378464	-	10	LOC105378464	uncharacterized
105378465	9606	LOC105378465	-	10	LOC105378465	uncharacterized
105378466	9606	LOC105378466	-	10	LOC105378466	uncharacterized
105378467	9606	LOC105378467	-	10	LOC105378467	uncharacterized
105378468	9606	LOC105378468	-	10	LOC105378468	uncharacterized
105378469	9606	LOC105378469	-	10	LOC105378469	uncharacterized
105378470	9606	LOC105378470	-	10	LOC105378470	uncharacterized
105378471	9606	LOC105378471	-	10	LOC105378471	uncharacterized
105378472	9606	LOC105378472	-	10	LOC105378472	uncharacterized
105378473	9606	LOC105378473	-	10	LOC105378473	uncharacterized
105378474	9606	LOC105378474	-	10	LOC105378474	uncharacterized
105378475	9606	LOC105378475	-	10	LOC105378475	uncharacterized
105378476	9606	LOC105378476	-	10	LOC105378476	uncharacterized
105378477	9606	LOC105378477	-	10	LOC105378477	uncharacterized
105378478	9606	LOC105378478	-	10	LOC105378478	uncharacterized
105378479	9606	LOC105378479	-	10	LOC105378479	uncharacterized
105378480	9606	LOC105378480	-	10	LOC105378480	uncharacterized
105378481	9606	LOC105378481	-	10	LOC105378481	uncharacterized
105378482	9606	LOC105378482	-	10	LOC105378482	uncharacterized
105378483	9606	LOC105378483	-	10	LOC105378483	uncharacterized
105378484	9606	LOC105378484	-	10	LOC105378484	uncharacterized
105378485	9606	LOC105378485	-	10	LOC105378485	uncharacterized
105378486	9606	LOC105378486	-	10	LOC105378486	uncharacterized
105378487	9606	LOC105378487	-	10	LOC105378487	uncharacterized
105378488	9606	LOC105378488	-	10	LOC105378488	uncharacterized
105378489	9606	LOC105378489	-	10	LOC105378489	uncharacterized
105378490	9606	LOC105378490	-	10	LOC105378490	uncharacterized
105378491	9606	LOC105378491	-	10	LOC105378491	uncharacterized
105378492	9606	LOC105378492	-	10	LOC105378492	uncharacterized
105378493	9606	LOC105378493	-	10	LOC105378493	uncharacterized
